"STATION","NAME","DATE","TAVG","TMAX","TMIN","TSUN"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-09-25","63","72","51",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-09-26","62","70","54",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-09-27","61","69","52",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-09-28","64","74","56",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-09-29","62","72","54",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-09-30","61","72","52",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-10-01","67","81","58",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-10-02","71","85","60",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-10-03","71","77","60",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-10-04","70","80","62",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-10-05","68","76","64",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-10-06","66","69","65",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-10-07","70","78","61",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-10-08","62","68","55",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-10-09","59","65","53",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-10-10","59","66","56",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-10-11","64","69","60",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-10-12","66","75","59",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-10-13","61","68","51",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-10-14","56","66","49",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-10-15","58","70","50",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-10-16","59","67","54",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-10-17","64","72","61",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-10-18","64","70","56",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-10-19","58","65","50",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-10-20","59","64","50",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-10-21","57","66","49",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-10-22","60","68","51",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-10-23","52","55","45",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-10-24","48","56","41",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-10-25","46","56","39",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-10-26","47","56","40",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-10-27","52","58","47",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-10-28","50","60","40",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-10-29","51","57","44",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-10-30","52","61","44",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-10-31","59","67","53",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-11-01","64","69","58",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-11-02","60","67","53",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-11-03","52","56","38",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-11-04","40","48","34",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-11-05","45","56","38",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-11-06","52","61","43",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-11-07","58","64","44",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-11-08","46","52","41",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-11-09","44","50","39",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-11-10","51","62","44",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-11-11","49","54","43",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-11-12","44","52","32",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-11-13","34","41","29",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-11-14","41","53","34",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-11-15","45","53","36",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-11-16","49","56","43",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-11-17","53","62","46",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-11-18","59","67","52",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-11-19","49","52","36",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-11-20","38","46","31",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-11-21","40","52","31",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-11-22","52","57","49",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-11-23","48","55","32",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-11-24","30","32","24",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-11-25","28","36","23",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-11-26","36","53","34",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-11-27","50","61","36",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-11-28","35","37","30",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-11-29","35","41","30",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-11-30","32","44","25",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-12-01","42","49","37",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-12-02","44","51","38",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-12-03","44","54","38",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-12-04","44","51","35",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-12-05","51","56","47",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-12-06","51","56","37",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-12-07","39","43","32",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-12-08","32","34","28",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-12-09","36","42","32",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-12-10","36","38","30",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-12-11","30","32","27",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-12-12","27","30","23",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-12-13","28","36","24",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-12-14","29","43","25",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-12-15","38","47","33",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-12-16","32","35","25",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-12-17","28","34","25",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-12-18","30","38","25",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-12-19","36","45","29",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-12-20","43","51","36",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-12-21","47","55","42",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-12-22","53","64","50",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-12-23","54","57","43",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-12-24","40","43","27",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-12-25","26","32","20",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-12-26","32","38","28",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-12-27","36","42","31",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-12-28","41","53","31",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-12-29","44","49","38",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-12-30","41","47","24",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-12-31","27","34","21",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-01-01","29","34","24",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-01-02","30","33","19",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-01-03","16","19","9",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-01-04","15","31","3",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-01-05","31","49","23",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-01-06","46","53","20",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-01-07","15","20","6",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-01-08","14","24","10",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-01-09","26","34","22",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-01-10","31","38","24",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-01-11","46","54","38",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-01-12","47","52","33",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-01-13","40","50","30",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-01-14","46","48","43",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-01-15","40","44","32",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-01-16","40","42","35",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-01-17","37","45","28",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-01-18","39","42","28",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-01-19","31","38","26",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-01-20","39","48","33",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-01-21","27","33","13",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-01-22","13","18","7",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-01-23","14","21","8",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-01-24","16","20","11",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-01-25","24","30","20",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-01-26","22","36","18",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-01-27","35","45","22",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-01-28","20","22","14",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-01-29","19","24","16",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-01-30","21","28","14",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-01-31","31","43","25",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-02-01","36","43","30",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-02-02","39","52","30",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-02-03","38","44","28",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-02-04","29","35","22",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-02-05","32","35","30",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-02-06","29","32","24",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-02-07","28","32","25",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-02-08","27","29","21",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-02-09","26","30","20",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-02-10","26","29","21",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-02-11","22","25","16",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-02-12","19","27","12",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-02-13","31","36","26",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-02-14","36","41","32",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-02-15","34","37","28",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-02-16","27","30","22",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-02-17","24","32","19",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-02-18","32","40","26",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-02-19","36","44","27",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-02-20","39","44","33",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-02-21","40","47","35",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-02-22","42","53","34",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-02-23","44","55","35",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-02-24","40","45","28",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-02-25","30","35","26",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-02-26","28","33","20",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-02-27","25","35","15",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-02-28","18","26","11",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-03-01","26","36","17",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-03-02","36","43","30",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-03-03","27","35","18",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-03-04","20","29","13",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-03-05","31","40","25",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-03-06","26","31","17",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-03-07","30","36","27",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-03-08","42","60","32",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-03-09","44","47","36",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-03-10","42","51","35",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-03-11","49","65","38",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-03-12","47","57","34",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-03-13","30","34","19",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-03-14","30","42","22",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-03-15","48","61","40",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-03-16","40","43","31",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-03-17","30","34","25",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-03-18","33","43","25",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-03-19","36","46","28",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-03-20","47","56","42",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-03-21","45","54","34",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-03-22","48","65","35",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-03-23","43","46","28",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-03-24","29","36","22",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-03-25","31","39","23",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-03-26","35","39","25",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-03-27","30","39","23",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-03-28","43","51","36",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-03-29","47","52","41",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-03-30","49","55","40",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-03-31","43","56","34",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-04-01","46","57","37",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-04-02","43","48","38",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-04-03","49","63","39",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-04-04","44","45","41",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-04-05","47","57","41",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-04-06","45","57","37",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-04-07","44","51","37",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-04-08","53","66","47",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-04-09","54","64","43",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-04-10","48","53","38",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-04-11","54","69","47",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-04-12","59","68","49",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-04-13","54","65","47",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-04-14","56","66","51",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-04-15","54","56","34",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-04-16","40","49","32",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-04-17","42","47","35",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-04-18","40","46","36",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-04-19","51","68","40",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-04-20","51","54","42",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-04-21","48","58","37",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-04-22","52","62","45",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-04-23","56","63","45",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-04-24","51","64","43",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-04-25","52","59","43",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-04-26","52","67","46",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-04-27","52","61","46",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-04-28","54","66","45",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-04-29","49","51","44",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-04-30","45","56","42",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-05-01","57","71","53",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-05-02","61","69","52",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-05-03","59","66","49",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-05-04","58","66","53",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-05-05","59","69","50",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-05-06","60","69","50",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-05-07","58","64","50",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-05-08","55","58","51",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-05-09","58","63","56",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-05-10","63","77","54",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-05-11","69","79","61",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-05-12","66","76","56",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-05-13","64","70","51",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-05-14","56","64","50",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-05-15","63","71","60",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-05-16","64","66","60",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-05-17","62","70","55",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-05-18","61","69","52",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-05-19","62","74","50",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-05-20","66","79","55",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-05-21","69","75","60",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-05-22","60","62","58",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-05-23","62","69","57",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-05-24","61","70","57",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-05-25","65","78","56",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-05-26","71","85","60",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-05-27","75","84","64",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-05-28","63","67","53",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-05-29","56","62","52",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-05-30","61","70","53",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-05-31","63","72","55",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-01","64","75","54",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-02","66","74","57",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-03","69","80","62",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-04","69","82","63",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-05","67","77","62",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-06","70","79","63",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-07","72","80","61",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-08","72","85","61",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-09","67","68","63",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-10","70","78","67",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-11","68","70","61",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-12","66","76","61",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-13","70","81","67",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-14","71","79","62",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-15","69","82","60",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-16","72","77","64",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-17","73","82","68",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-18","82","91","74",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-19","75","76","69",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-20","74","83","65",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-21","71","75","62",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-22","69","77","61",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-23","71","81","62",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-24","71","79","65",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-25","73","83","68",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-26","78","89","70",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-27","74","79","65",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-28","74","86","66",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-29","73","79","65",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-30","73","80","67",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-01","76","84","71",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-02","77","85","71",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-03","77","85","71",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-04","72","76","66",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-05","73","84","65",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-06","75","83","66",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-07","76","83","70",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-08","79","88","72",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-09","76","84","71",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-10","76","85","71",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-11","76","85","67",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-12","73","82","66",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-13","73","80","69",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-14","76","83","70",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-15","74","82","69",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-16","74","83","70",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-17","75","82","67",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-18","74","84","65",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-19","73","79","68",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-20","72","78","68",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-21","73","83","65",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-22","75","84","68",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-23","77","83","71",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-24","78","83","72",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-25","75","83","67",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-26","74","81","69",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-27","76","84","71",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-28","78","84","69",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-29","72","79","64",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-30","72","80","64",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-31","74","82","65",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-08-01","75","82","71",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-08-02","71","76","65",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-08-03","70","78","66",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-08-04","75","81","70",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-08-05","77","85","70",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-08-06","77","85","71",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-08-07","77","86","67",
